id	document	label
1000201	i love his martial arts style, it is quick, close up and oh so fast, but it seems like his movies are becoming more and more crime based lifestyle quality and less meaning...i thought he was out to br	0
1000202	the trio are a pleasant, nostalgic journey to that first hint of desire--when it was still about simple exploration of the unknown--before we grew up and added those complexities of hiv status, emotio	1
1000203	go fish garnered rose troche rightly or wrongly the reputation of a film maker with much promise.its then hard to understand how she could turn out a movie made up of stereotypes that one associates w	0
1000204	monster - he was great; i loved the special-effects which created this monster which looked like an updated version of the creature from the black lagoon. the scenes with this beast roaming the land a	0
1000205	though i have watched sal?, i do not know if excrement tastes tart. if it does, this film is accurately titled. so much of roughage, so little substance, this is the celluloid equivalent of celery - o	0
1000206	i just saw this movie on hbo, and it was really good...a tragic love story indeed! i really appreciated the fact that the guy at the heart of the story had lost the use of his legs in an accident. it'	1
1000207	i've read reviews that apparently you have to have been a student in a very strict, british school in the 1960's to understand this. maybe that's true, if so, then this movie is outdated.*************	0
1000208	i noticed that a new hope and the empire strikes back are in the top 10, but that this one isn't even in the top 100.this movie has a bad reputation because of ewoks, but there are so many reasons to 	1
1000209	the governess is a moody period piece, the meandering story of a jewish woman who, upon the death of her father, sets out to 1830's scotland, posing as a gentile to get work to support her family in l	0
1000210	a friend, clearly with no taste or class, suggested i take a look at the work of ron atkins. if this is representative of his oeuvre, i never want to see anything else by him. it is amateurish, self-i	0
1000211	'anne christie' was garbo's 14th film and the first in which her husky swedish voice was heard. she plays the lead character, anna, who has struggled with being abandoned by her father chris (a drunke	1
1000212	closet land is a nasty piece of work with superb actors. nothing more (or less) happens in the movie besides the unending abuse of an attractive woman prisoner by a sadistic police official. the setti	0
1000213	omen iv: the awakening starts at the 'st. frances orphanage' where husband & wife karen (faye grant) & gene york (michael woods) are given a baby girl by sister yvonne (megan leitch) who they have ado	0
1000214	the movie is made in a style that resembles lock, stock and two smoking barrels, with lot's of subplots, fancy camerawork, cool music and that great tongue-in-cheek aussie type of humor you'll find no	1
